,Date-Monthly,DAP,Urea
0,May-10,0.789259022465222,0.5236006084790229
1,Jun-10,0.7650080469146145,0.5423399986772195
2,Jul-10,0.8157146321567936,0.5136797548446835
3,Aug-10,0.811305363874865,0.5687956083687913
4,Sep-10,0.8289424370025794,0.5401353645362552
5,Oct-10,0.8884675588086157,0.6018651204832558
6,Nov-10,0.9402764611212769,0.6437531691615777
7,Dec-10,0.9027976807248838,0.6161952423995238
8,Jan-11,0.9193324367821161,0.6547763398663992
9,Feb-11,1.0141317048435812,0.7087898763200248
10,Mar-11,0.9931876805044203,0.5632840230163805
11,Apr-11,1.01854097312551,0.7407570713640071
12,May-11,1.0670429242267245,0.6911528031923103
13,Jun-11,1.0472012169580458,0.7220176811658106
14,Jul-11,1.0990101192707071,0.776031217619436
15,Aug-11,1.2312881677285654,0.8598073149760798
16,Sep-11,1.1420004850195111,0.9435834123327234
17,Oct-11,1.2026279238960296,1.027359509689367
18,Nov-11,1.0990101192707071,0.8454771930598117
19,Dec-11,1.2180603628827797,1.0516104852399746
20,Jan-12,1.2390043872219405,1.0560197535219031
21,Feb-12,1.2081395092484404,0.9821645097995988
22,Mar-12,1.263255362772548,1.1001124363411892
23,Apr-12,1.263255362772548,1.1001124363411892
24,May-12,1.313961948014727,0.9986992658568311
25,Jun-12,1.2864040212526733,1.1717630459225292
26,Jul-12,1.2301858506580834,1.0229502414074385
27,Aug-12,1.3293943870014773,1.113340241186975
28,Nov-12,1.2544368262086907,1.026257192618885
29,Jan-13,1.1960140214731365,0.9490949976851342
30,Feb-13,1.2158557287418155,0.9656297537423665
31,Mar-13,1.1684560947110827,0.9557089001080271
32,Apr-13,1.0714521925086533,0.9038999977953659
33,May-13,1.026257192618885,0.9105139002182588
34,Jun-13,0.9942899975749026,0.7903613395357041
35,Jul-13,1.0460988998875638,0.9171278026411518
36,Aug-13,1.0890892656363678,0.8377609735664366
37,Sep-13,1.0736568266496176,0.8785467051742764
38,Oct-13,0.9314579245574197,0.8895698758790979
39,Nov-13,1.0097224365616526,0.8421702418483653
40,Dec-13,1.006415485350206,0.8730351198218657
41,Jan-14,0.9832668268700809,0.7705196322670254
42,Feb-14,0.9920853634339382,0.7198130470248463
43,Mar-14,1.006415485350206,0.7473709737869001
44,May-14,0.9777552415176702,0.8068960955929364
45,Jun-14,1.0372803633237064,0.8289424370025794
46,Jul-14,0.9612204854604379,0.7815428029718469
47,Aug-14,0.976652924447188,0.7705196322670254
48,Sep-14,0.9920853634339382,0.7859520712537755
49,Oct-14,0.9413787781917591,0.7517802420688288
50,Nov-14,0.9270486562754912,0.6922551202627925
51,Dec-14,0.8895698758790979,0.6999713397561675
52,Jan-15,0.9105139002182588,0.7054829251085782
53,Sep-15,0.8476818272007761,0.631627681386274
54,Oct-15,0.8410679247778832,0.6250137789633811
55,Nov-15,0.8057937785224543,0.6183998765404881
56,Dec-15,0.7881567053947398,0.638241583809167
57,Jan-16,0.668004144712185,0.5280098767609516
58,Feb-16,0.7661103639850967,0.6448554862320598
59,Mar-16,0.7330408518706321,0.5820234132145771
60,Apr-16,0.8212262175092044,0.6051720716947023
61,May-16,0.7021759738971318,0.5423399986772195
62,Jun-16,0.7473709737869001,0.5710002425097556
63,Jul-16,0.7010736568266497,0.6459578033025419
64,Aug-16,0.7308362177296678,0.6305253643157919
65,Sep-17,0.5776141449326485,0.44533609647479006
66,Oct-17,0.5467492669591482,0.4177781697127362
67,Nov-17,0.5224982914085408,0.4177781697127362
68,Jan-18,0.5269075596904694,0.4001410965850217
69,Feb-18,0.5930465839193986,0.5335214621133623
70,Mar-18,0.5654886571573448,0.5324191450428801
71,Apr-18,0.5632840230163805,0.5302145109019158
72,May-18,0.5577724376639697,0.5258052426199873
73,Jun-18,0.5610793888754162,0.5368284133248088
74,Jul-18,0.5566701205934875,0.5335214621133623
75,Aug-18,0.5610793888754162,0.5291121938314337
76,Sep-18,0.5081681694922728,0.40124341365550387
77,Oct-18,0.5897396327079522,0.5390330474657731
78,Nov-18,0.5853303644260235,0.5401353645362552
79,Dec-18,0.6117859741175952,0.5577724376639697
80,Jan-19,0.6272184131043453,0.5566701205934875
81,Feb-19,0.6239114618928989,0.5489539011001124
82,Mar-19,0.6217068277519346,0.5423399986772195
83,Apr-19,0.6250137789633811,0.5434423157477017
84,May-19,0.6250137789633811,0.5445446328181839
85,Jun-19,0.6327299984567561,0.5401353645362552
86,Jul-19,0.6239114618928989,0.5445446328181839
87,Aug-19,0.6095813399766309,0.5555678035230054
88,Sep-19,0.6272184131043453,0.545646949888666
